1682196247.000000, 1682196247.000000, 1682196247.000000
32.000000, 32.000000, 32.000000
-43,61,29
-87,72,51
5,60,-7
-22,56,-30
-33,58,-15
-21,57,-7
-30,55,-12
-25,59,-11
-28,60,-9
-29,59,-13
-28,58,-13
-30,58,-11
-30,56,-11
-27,57,-12
-28,58,-11
-29,58,-12
-28,58,-12
-27,58,-11
-30,57,-12
-28,57,-10
-29,57,-10
-31,57,-12
-30,57,-11
-30,57,-11
-30,57,-11
-30,57,-11
-30,57,-12
-30,56,-11
-28,57,-11
-31,56,-11
-30,57,-11
-34,56,-11
-29,55,-11
-29,57,-11
-31,57,-11
-29,58,-7
-31,56,-10
-32,56,-10
-31,56,-10
-31,56,-8
-34,57,-8
-34,57,-7
-33,60,-5
-31,57,-2
-26,57,2
-26,55,1
-32,54,2
-30,56,3
-25,55,5
-28,63,3
-29,61,3
-28,63,4
-26,60,5
-25,60,5
-27,60,7
-21,60,9
-21,58,10
-27,58,10
-23,57,12
-21,58,16
-25,59,15
-24,58,18
-27,58,18
-25,55,19
-24,57,21
-26,57,21
-27,57,20
-23,56,20
-26,55,24
-26,55,23
-22,55,24
-21,54,24
-24,54,24
-20,55,24
-21,55,24
-23,54,23
-21,54,25
-21,50,26
-24,52,26
-22,51,25
-25,51,27
-23,53,27
-25,54,30
-25,54,30
-21,53,31
-20,55,33
-13,54,33
-11,57,37
-13,60,34
-9,57,35
-13,57,31
-17,56,36
-15,55,37
-18,54,31
-17,52,32
-13,52,32
-14,53,35
-12,53,36
-14,51,35
-14,51,35
-13,50,38
-13,51,35
-13,54,37
-14,52,32
-14,51,24
-8,54,23
-3,67,43
-28,59,70
-13,64,39
-18,49,37
-22,49,37
-16,52,36
-17,59,31
-21,47,36
-19,50,37
-17,55,32
-19,52,34
-19,47,36
-19,53,33
-17,53,33
-19,52,33
-18,53,33
-18,53,32
-19,52,32
-17,54,32
-16,54,33
-16,53,33
-16,55,30
-18,53,31
-16,55,30
-17,54,30
-17,54,31
-16,55,30
-16,55,30
-16,55,31
-16,55,30
-15,55,31
-16,57,31
-6,61,30
-1,61,36
-15,72,41
-13,81,27
13,39,53
11,43,42
2,45,43
-22,49,35
-17,44,14
-29,49,5
-36,65,8
-27,51,-22
51,87,37
-38,59,34
-10,65,36
-13,60,27
-7,58,28
-5,59,29
-7,57,28
-12,58,26
-11,57,28
-8,58,28
-10,60,24
-9,59,26
-10,58,28
-11,58,26
-11,59,25
-9,56,29
-12,56,28
-12,58,26
-11,57,27
-7,57,28
-5,60,25
-9,57,27
-11,58,27
-6,57,28
-6,59,26
-1,58,27
-9,58,28
-6,58,27
-4,59,26
-5,58,28
-5,59,26
-5,58,27
-2,58,28
-5,58,27
-4,58,27
-4,58,28
-7,58,26
-5,58,27
-7,58,27
-7,57,28
-5,58,27
-6,58,27
-5,58,28
-6,59,27
-6,58,27
-6,58,27
-7,58,27
-7,58,27
-7,58,27
-9,58,27
-7,58,28
-5,57,29
-6,57,29
-9,58,27
-8,59,28
-6,62,29
-1,70,16
0,66,26
19,73,18
-49,95,-20
-25,68,7
-16,57,18
-13,31,36
-8,18,52
-16,21,52
-31,39,54
-27,44,57
-34,47,53
-28,52,50
-34,47,48
-28,46,45
-19,48,39
-16,46,39
-15,45,35
-19,58,36
-12,62,31
-16,55,25
-16,57,14
-31,60,-4
-22,57,-15
-17,56,-23
37,61,53
-22,69,28
-2,57,32
-14,57,31
-13,58,30
-9,57,30
-10,58,30
-10,58,29
-10,54,32
-16,53,34
-12,56,33
-9,55,36
-7,52,36
-8,53,35
-3,55,35
-8,52,36
-11,52,35
1,48,38
-7,50,37
-8,51,40
-5,56,37
2,57,37
2,57,42
3,74,29
6,88,5
55,98,-18
29,91,0
18,75,8
-28,48,30
-44,42,43
-64,32,49
-93,15,39
-93,18,34
-7,36,40
-65,60,16
18,49,42
-6,62,23
-6,59,26
-7,59,25
-5,59,26
-6,59,24
-8,60,24
-8,60,25
-10,58,25
-11,59,24
-10,60,23
-11,59,24
-14,58,25
-13,58,25
-13,59,24
-18,55,27
-20,55,26
-20,55,27
-17,58,26
-22,56,25
-20,57,26
-19,56,29
-20,53,31
-21,59,30
-19,65,30
-11,60,29
-39,54,29
-18,43,7
35,49,28
-23,47,45
-32,16,13
-77,37,17
54,117,62
-15,58,34
1,59,36
-10,58,32
-5,54,35
-11,54,32
-8,55,30
-7,56,30
-8,56,30
-9,56,30
-4,58,30
-6,57,29
-5,58,29
-3,58,28
-6,58,27
-4,58,27
-3,58,27
1,58,26
0,58,27
-1,59,25
-2,59,24
-4,58,24
-1,61,22
0,61,22
0,61,22
0,62,21
1,60,21
0,62,21
-2,62,20
-2,59,22
0,62,20
-2,61,20
-2,61,20
0,61,20
-1,60,21
-1,61,20
1,61,21
0,61,21
1,61,20
1,61,20
1,62,20
1,61,20
0,62,19
1,61,19
0,61,19
0,62,19
1,62,18
0,61,19
1,61,19
0,62,18
1,62,19
1,61,19
0,63,18
0,61,19
-1,61,20
-1,62,18
0,61,20
0,61,19
-1,63,18
-1,62,18
0,61,19
-1,62,18
-1,62,18
0,61,19
0,62,18
1,62,18
-2,62,18
1,61,19
-1,61,19
0,62,18
-1,62,18
0,62,18
-2,61,18
-1,62,18
-3,62,18
-1,62,18
0,62,18
-2,62,18
-2,62,18
-2,62,18
-1,62,18
-3,61,19
-2,62,18
-2,61,19
-3,62,19
-3,61,19
-3,62,18
-3,61,19
-3,62,19
-3,62,19
-3,62,19
-4,61,20
-3,60,21
-4,60,20
-2,61,20
-2,61,21
-2,62,20
-4,61,20
-3,62,20
-2,61,20
-2,61,20
-3,61,21
-3,62,20
-5,60,21
-5,60,21
-5,61,21
-5,60,22
-4,61,21
-3,60,22
-3,59,23
-4,59,23
-5,60,23
-4,60,23
-4,60,23
-5,59,23
-5,60,23
-4,60,23
-5,60,23
-6,60,23
-5,60,23
-5,60,23
-6,60,23
-5,60,23
-5,60,23
-5,60,22
-5,60,22
-5,61,21
-7,61,22
-10,60,22
-10,60,23
-10,60,24
-14,62,26
-12,64,27
-20,80,40
-20,94,43
0,115,79
-16,62,-62
11,66,-97
39,121,8
-3,61,8
11,74,10
-16,65,-6
-46,57,10
-35,49,23
-36,33,31
-41,29,28
-47,26,22
-75,17,16
-88,14,11
-86,8,1
-85,4,3
-84,9,4
-60,19,1
-49,24,-3
-50,29,-1
-38,35,-5
-46,39,-11
-51,42,-11
-51,42,-10
-51,40,-9
-52,43,-3
-47,40,4
-49,37,5
-49,34,5
-56,33,2
-60,30,1
-62,28,-2
-66,26,-3
-66,25,-4
-61,25,-3
-60,25,-2
-58,23,-1
-59,23,-2
-57,22,-2
-57,22,2
-53,20,3
-49,18,4
-44,14,7
-30,13,14
-22,14,18
-14,28,39
-17,39,40
-45,52,37
-42,57,36
-38,56,36
-34,61,31
-33,65,32
-33,64,30
-30,60,32
-29,57,30
-27,57,28
-20,50,29
-14,43,30
-16,42,30
-17,38,32
-21,49,30
-13,48,30
-20,54,37
-20,65,33
-3,60,34
-11,66,31
-7,65,30
-6,64,33
-11,64,24
-12,61,22
-7,60,28
-12,62,23
-2,61,27
-5,57,13
2,55,0
25,85,66
-31,68,43
-20,74,33
-14,52,33
-12,57,32
-16,56,32
-13,56,32
-14,55,30
-13,56,29
-15,54,31
-11,57,31
-9,58,28
-11,56,31
-14,48,39
1,60,28
4,59,31
-10,56,31
-9,58,29
-11,57,35
-9,60,42
8,63,71
11,45,42
-9,47,27
-17,38,17
-3,55,16
1,45,-3
28,100,63
-2,56,36
-4,64,28
1,58,25
6,52,27
0,59,26
1,60,26
-1,49,40
1,61,26
-1,60,25
-2,62,22
-1,62,23
0,63,22
2,58,25
4,61,23
-1,61,22
1,59,23
1,60,23
0,61,22
-1,60,22
1,62,21
-2,60,21
0,61,21
-1,60,22
1,62,20
0,61,21
0,61,21
0,61,20
1,61,21
0,62,20
2,63,20
-5,60,20
-5,65,16
-6,59,21
-7,62,18
-12,61,21
-19,58,20
-19,57,23
-16,60,21
-26,53,24
-18,57,23
-21,58,21
-21,58,21
-23,57,22
-26,52,26
-26,54,24
-25,57,22
-28,55,21
-29,55,21
-23,56,23
-24,56,22
-29,55,21
-29,53,23
-29,52,22
-30,55,18
-29,57,17
-28,59,15
-26,59,15
-25,58,17
-25,58,17
-26,57,17
-17,59,21
-21,58,20
-19,58,22
-16,57,24
-13,56,34
-13,57,24
-12,58,23
-10,60,21
-5,60,20
-4,60,20
3,61,24
6,62,20
3,64,19
3,59,23
0,61,21
3,63,21
-4,60,22
-1,62,21
-1,59,23
-3,60,21
-2,60,23
-3,61,21
-1,60,23
-2,60,23
-3,61,21
-1,60,22
-2,61,22
-2,60,21
-2,61,21
-2,62,20
-2,61,21
-2,61,21
-2,60,22
-1,59,23
-3,58,24
-3,62,22
-3,59,24
-2,59,24
-2,59,24
-3,59,24
-1,61,24
-2,60,25
-3,58,26
-4,58,26
-2,60,25
-2,58,26
-3,58,27
-2,58,26
0,59,26
-4,57,28
-2,60,26
-3,59,26
-2,58,27
-1,59,27
-3,58,26
-1,58,27
-2,58,27
-2,58,28
-2,59,26
-5,58,27
-2,58,27
-3,58,27
-3,58,27
-2,58,27
-3,58,28
-2,58,28
-3,58,27
-2,58,27
-2,58,28
-3,58,28
-2,58,27
-3,58,28
-2,58,28
-3,58,27
-2,58,28
-4,58,27
-3,58,27
-2,58,27
-4,58,28
-3,58,27
-3,58,27
-4,58,28
-3,58,27
-4,58,27
-2,58,27
-4,58,27
-3,58,28
-3,58,27
-3,58,27
-3,58,28
-4,58,27
-3,58,27
-3,58,27
-3,59,27
-3,59,27
-3,58,27
-4,58,28
-3,58,27
-4,59,27
-2,59,27
-3,57,28
-4,58,27
-5,60,26
-6,58,27
-8,58,27
-5,58,30
-7,55,31
-9,58,30
-8,62,34
-5,66,37
-13,95,38
8,92,-1
13,104,-15
2,95,-45
-23,111,-19
-1,91,-8
10,66,4
-5,66,19
13,81,42
-14,73,47
-26,70,50
-33,57,41
-49,56,38
-67,58,42
-66,65,35
-73,70,31
-101,69,39
-45,52,21
-18,55,17
-6,62,10
-29,59,-4
-31,51,-9
-30,53,-9
-22,54,-5
-19,55,-4
-16,54,-8
-9,48,-14
-7,47,-16
-13,50,-9
-17,50,-6
-9,46,-10
-14,54,-6
-30,52,-5
-39,52,0
-22,64,13
-17,74,27
-48,66,16
-61,54,2
-39,56,6
-30,59,8
-36,57,7
-33,57,4
-30,60,4
-29,58,5
-28,58,8
-25,58,8
-26,56,8
-30,56,10
-26,59,11
-22,57,12
-29,62,19
-39,63,18
-67,54,14
-66,35,9
-63,29,7
-69,24,-9
-59,28,-16
-61,27,-24
-70,23,-39
