1682194865.000000, 1682194865.000000, 1682194865.000000
32.000000, 32.000000, 32.000000
-21,15,59
-20,14,58
-20,14,59
-21,13,60
-19,15,71
19,29,88
18,20,88
4,38,99
-5,34,100
-23,38,117
-66,39,110
-75,41,88
-83,-3,49
-69,-17,11
-38,-25,0
-11,-40,-19
-15,-34,-9
0,-28,0
25,-27,-1
24,-23,14
28,-21,26
22,-24,31
21,-28,32
24,-29,47
9,-35,44
11,-41,37
18,-42,48
13,-45,45
12,-45,42
13,-44,44
8,-44,40
10,-42,42
8,-38,49
10,-39,49
15,-41,45
10,-47,37
12,-47,38
11,-45,41
6,-42,44
10,-47,41
15,-47,62
6,-51,52
8,-51,48
2,-52,32
9,-48,36
15,-40,44
15,-35,42
12,-32,46
15,-30,48
12,-24,54
24,-23,65
11,-33,42
15,-33,46
11,-31,48
21,-28,52
27,-32,52
26,-32,47
27,-28,44
31,-22,49
28,-15,47
28,-13,52
39,-8,65
35,-24,39
30,-37,27
17,-40,23
-2,-44,28
-40,-38,37
-47,-39,41
-48,-32,48
-59,-24,55
-52,-22,62
-32,-21,67
-18,-26,58
6,-33,56
-24,-31,47
-13,-35,54
-23,-31,55
-5,-32,56
-10,-32,51
-8,-31,55
-4,-30,56
-5,-30,58
3,-26,60
1,-25,59
3,-26,58
7,-25,56
4,-25,54
3,-23,56
5,-25,58
6,-26,59
3,-27,56
7,-28,58
7,-28,60
7,-26,53
12,-27,56
7,-24,53
-2,-22,40
22,-24,42
31,-20,35
48,-13,41
84,-18,49
39,-11,27
46,-7,33
44,-12,27
60,-5,21
67,-2,19
62,-4,18
60,0,20
63,1,22
63,5,21
71,0,18
69,0,18
63,-3,8
50,-12,6
38,-9,9
36,-18,9
38,-25,5
12,-32,2
3,-34,6
-13,-31,23
-30,-19,43
-69,-28,51
-76,-11,69
-34,-26,81
-37,-4,89
-25,7,108
-26,-15,81
-31,-4,77
-35,-1,78
-21,0,69
-19,3,68
-27,2,65
-21,5,66
-19,3,63
-21,3,60
-23,4,59
-24,2,58
-27,2,59
-24,4,53
-21,4,49
-25,6,57
-30,6,62
-28,4,62
-27,3,60
-24,3,58
-28,4,57
-26,3,59
-26,3,58
-26,3,61
-27,2,61
-28,3,59
-26,2,58
-25,2,57
-27,3,57
-27,2,59
-27,2,59
-25,2,58
-25,3,58
-25,3,58
-25,2,58
-26,2,59
-27,4,59
-26,3,59
-23,6,59
-14,7,59
3,11,67
-2,11,70
-8,6,66
-9,6,66
-10,5,64
-8,5,60
-8,4,60
-10,5,59
-3,3,58
-7,4,58
-7,4,59
-9,4,61
-7,5,62
-5,5,62
-7,4,64
-5,3,64
-3,4,66
-8,3,64
-7,2,63
-6,2,62
-9,1,62
-9,1,61
-7,1,61
-7,1,62
-8,0,60
-8,1,61
-6,1,63
-8,0,62
-5,1,62
-4,1,63
-9,2,63
-5,1,62
-7,2,62
-8,1,64
-8,1,61
-7,3,64
-8,1,64
-8,1,62
-6,3,63
-7,2,63
-8,2,63
-7,2,62
-8,2,63
-8,2,63
-6,1,63
-7,2,63
-6,1,63
-6,2,62
-7,1,62
-7,0,62
-9,0,61
-8,1,63
-7,2,63
-8,2,63
-7,2,63
-6,1,62
-6,2,61
-7,2,62
-8,2,63
-6,2,62
-8,2,62
-7,1,62
-7,0,62
-8,1,62
-8,0,63
-7,0,63
-7,1,64
-9,0,64
-7,0,63
-7,1,62
-7,1,62
-8,1,62
-7,1,62
-8,1,62
-8,0,62
-7,1,62
-7,1,63
-7,1,62
-7,0,62
-7,0,63
-8,1,62
-8,1,62
-7,0,62
-5,-1,64
-6,-1,62
-10,-2,61
-11,0,61
-13,1,61
-8,2,63
-10,1,63
-12,0,63
-10,3,64
-11,2,62
-12,1,62
-10,1,61
-10,1,62
-9,3,62
-8,1,60
-9,1,61
-10,1,62
-13,0,63
-15,0,64
-12,0,64
-11,1,64
-11,1,63
-10,1,62
-10,1,60
-12,1,59
-13,0,59
-13,0,59
-11,-1,60
-13,-2,63
-11,-3,64
-10,-2,64
-11,2,64
-11,2,64
-12,3,63
-13,5,63
-13,5,62
-13,5,60
-13,4,59
