1682194059.000000, 1682194059.000000, 1682194059.000000
32.000000, 32.000000, 32.000000
8,-39,-16
34,-41,-7
97,-21,-31
84,-38,-17
52,-38,-2
53,-36,17
64,-37,26
64,-41,32
57,-39,28
60,-35,35
12,-39,48
0,-43,54
23,-33,58
18,-30,53
16,-28,51
10,-23,53
8,-19,49
11,-16,49
3,-14,55
2,-11,56
1,-8,58
-5,-8,60
-4,-6,56
-2,-4,59
-6,-2,60
-6,0,54
-1,0,60
-6,-2,62
-2,0,60
-1,0,61
-4,1,63
-5,1,62
2,2,63
3,0,66
-4,2,61
0,2,62
2,1,63
0,4,62
3,4,62
5,3,64
2,4,62
5,5,60
4,5,59
4,4,62
3,7,55
7,7,58
6,2,65
7,4,65
8,6,62
9,4,65
8,6,65
9,6,62
10,5,62
8,6,62
11,6,61
11,6,60
12,6,60
11,7,60
11,6,61
12,6,61
10,7,61
11,6,60
12,5,62
13,7,61
12,7,60
13,7,61
13,7,60
14,7,60
14,7,61
15,7,61
15,7,61
15,8,61
14,8,62
13,8,61
14,7,63
14,8,61
16,7,59
13,4,62
14,8,57
11,7,58
11,7,59
11,9,57
10,8,61
11,7,62
15,8,55
13,6,65
12,7,64
10,10,52
11,4,63
15,5,65
10,8,60
17,8,59
15,6,59
18,7,57
23,7,57
18,6,58
11,6,55
6,6,44
9,-2,20
49,-11,27
56,-11,38
61,-13,37
55,-12,13
60,-12,8
68,-12,6
74,-16,4
89,-16,8
72,-16,2
68,-18,-4
58,-18,0
58,-21,6
66,-26,8
67,-26,10
53,-26,12
54,-29,13
55,-32,11
51,-34,11
52,-33,20
48,-35,18
46,-36,17
55,-40,19
49,-42,17
47,-41,16
47,-41,18
44,-41,17
44,-41,16
48,-41,17
51,-42,17
48,-42,16
43,-40,16
42,-40,17
46,-40,20
41,-40,17
50,-40,19
50,-38,21
49,-40,23
71,-39,21
17,-43,28
17,-45,31
38,-37,38
27,-41,41
29,-40,36
30,-39,34
24,-40,42
27,-39,39
30,-38,37
26,-38,41
24,-38,36
37,-35,41
27,-35,36
26,-36,32
31,-37,42
29,-38,43
34,-36,32
33,-38,43
28,-39,42
32,-35,36
31,-37,42
30,-37,42
23,-36,36
31,-37,44
31,-38,48
16,-36,35
37,-32,29
36,-35,24
31,-42,24
33,-41,25
41,-39,18
48,-43,9
56,-40,4
61,-37,-5
69,-35,-10
53,-37,-14
70,-32,-17
66,-33,-19
84,-29,-18
101,-36,-21
70,-34,-21
62,-33,-19
35,-33,4
32,-33,13
17,-32,30
22,-28,39
27,-28,42
27,-27,44
25,-27,45
29,-27,45
25,-28,45
25,-28,48
33,-25,48
25,-26,48
27,-27,53
28,-28,53
25,-28,52
23,-27,54
26,-24,54
19,-22,53
22,-21,55
22,-19,55
20,-18,52
20,-19,52
21,-20,54
16,-20,50
26,-18,49
20,-20,52
17,-21,53
8,-23,44
19,-25,35
28,-24,32
41,-28,11
70,-27,17
75,-28,18
66,-27,14
58,-26,10
55,-24,10
53,-24,12
57,-28,15
47,-29,16
36,-31,23
36,-33,28
29,-39,25
34,-42,27
34,-43,26
40,-46,27
42,-48,31
38,-49,27
40,-49,26
36,-49,26
33,-50,24
34,-50,24
35,-49,23
37,-50,21
43,-61,23
45,-60,23
38,-58,17
37,-61,16
34,-59,17
33,-52,16
33,-49,16
35,-48,16
31,-52,17
30,-54,15
